N,Q,bigfrag,averagefrag,critical_index
512,7453.240003087746,0.28545405316439904,9.075711614236923,17
768,11171.81423233138,0.2806797068266166,10.010524710502377,14
1024,16004.45812152283,0.19655811161006617,9.782015362193615,18
2048,31308.273745286246,0.18804213859664098,15.551954460936106,17
4096,65597.4244116365,0.14193729394596197,24.993396420100854,18
