N,Q,bigfrag,averagefrag,critical_index
512,423176.3572510847,0.20755758961051454,17.0193728616209,11
768,992413.2429272829,0.031436883715565585,3.9403776637244987,1
1024,1091802.120181942,0.04631750402749793,5.610408838718525,3
2048,2688643.5383718694,0.013755706593684986,3.4303005989781505,1
