N,Q,bigfrag,averagefrag,critical_index
512,2038.9299545111105,0.2588451484527211,11.74795411885438,7
768,3047.080288802171,0.2493475113681588,12.79108910035527,8
1024,3962.4533639996043,0.2848580042677128,13.580976741711284,10
2048,8204.9259125396,0.24046069585569668,17.779101689653938,11
4096,17312.30953875708,0.15038059067564083,29.326498624997228,13
