N,Q,bigfrag,averagefrag,critical_index
512,38350.818432675565,0.27029740623970994,7.804128321258771,3
768,59764.062887329805,0.22330980848301124,9.209453052755233,5
1024,81882.87878666456,0.16968893183321834,9.32604972651344,9
2048,154563.00107386042,0.23611834256717312,16.397330676523424,4
4096,335256.9825684895,0.1225971172277277,27.353400966337556,12
