N,Q,bigfrag,averagefrag,critical_index
512,107902.78376771224,0.20817504416857513,8.745589822089604,13
768,150539.485402233,0.2507887466368446,10.191576277567979,8
1024,215890.21393715724,0.16393104338566175,9.849656208229929,7
2048,439904.6845625903,0.14744162478942993,16.521310550989963,13
4096,1178395.2351828227,0.01829010342051327,4.7470238072247275,1
